陈生👈👉制作,#genre#
韩]荒野,https://v.cdnlz2.com/20240126/28294_cdfab943/2000k/hls/mixed.m3u8#https://v.cdnlz2.com/20240126/28294_cdfab943/index.m3u8#https://www.yzzy.play-cdn20.com/20240126/14004_38253457/2000k/hls/index.m3u8#https://www.yzzy.play-cdn20.com/20240126/14004_38253457/index.m3u8#https://ukzy.ukubf3.com/20240127/xBIprq8r/2000kb/hls/index.m3u8#https://ukzy.ukubf3.com/20240127/xBIprq8r/index.m3u8
挡马夺刀,https://www.yzzy.play-cdn20.com/20240125/13928_02451c32/2000k/hls/index.m3u8#https://www.yzzy.play-cdn20.com/20240125/13928_02451c32/index.m3u8#https://v.cdnlz12.com/20240125/11103_1f417be0/2000k/hls/mixed.m3u8#https://v.cdnlz12.com/20240125/11103_1f417be0/index.m3u8
速度与激情10,https://vip.lz-cdn3.com/20230609/19446_bd6c3340/2000k/hls/mixed.m3u8#https://vip.lz-cdn3.com/20230609/19446_bd6c3340/index.m3u8#https://vip15.play-cdn15.com/20230610/15338_08b48b5a/2000k/hls/index.m3u8#https://vip15.play-cdn15.com/20230610/15338_08b48b5a/index.m3u8
再见.李可乐,https://cdn.zui.cm:2022/api/e862e812eeaf3a8e6b53a1e710b0feab.m3u8?token=d8223HYBzI3fgE1W/aQW6IS+qn59vEErFykC1qZTtift+26IIxmEWsx5frvM&svip.m3u8#https://v.cdnlz12.com/20240124/11081_e095c299/2000k/hls/mixed.m3u8#https://ukzy.ukubf3.com/20240124/UNDfBIj7/2000kb/hls/index.m3u8
海王2.失落的王国,https://v.cdnlz12.com/20240123/11056_97ad71a3/2000k/hls/mixed.m3u8#https://yzzy.play-cdn1.com/20240123/12780_00372d63/2000k/hls/index.m3u8
涉过愤怒的海,https://free-adsmind.ugdtimg.com/10002-ugc_0b53iqagyaaasuagp75bjnsvcrgdnrcaa3ca.f0.mp4?dis_k=92293ff7ad61b77add6ce244e5202848&dis_t=1705903789#https://cdn.zui.cm:2022/api/5edadf452720857082375a0af568a21b.m3u8?token=816d+YeIwN697zVLGGUCNvEPSm2nab6SD/uuuspLsRQzADGluvYQX5QLDWsU&svip.m3u8#https://v.cdnlz3.com/20240112/22740_9e90a3db/2000k/hls/mixed.m3u8#https://yzzy.play-cdn19.com/20240112/14113_6e4c05f7/2000k/hls/index.m3u8
一击2.城市混战,https://cdn1.vip-vip-yzzy.com/20240112/11718_c34d3123/2000k/hls/index.m3u8
刀尖,https://v.cdnlz12.com/20240117/11012_3f5cf514/2000k/hls/mixed.m3u8#https://yzzy.play-cdn20.com/20240117/13531_6cc9c36a/2000k/hls/index.m3u8
志愿军：雄兵出击,https://dghls.mcloud.139.com/hls/L1c36c04a53255f72579c1f62fe2ad8e1b/single/video/0/376/index.m3u8#https://v.cdnlz4.com/20231201/26186_1cd3ed6c/2000k/hls/mixed.m3u8#https://yzzy.play-cdn20.com/20231201/6580_7c49d136/2000k/hls/index.m3u8
毒液2,https://vip.lzcdn2.com/20220530/7945_ffa14188/1200k/hls/mixed.m3u8#https://yzzy.play-cdn8.com/20220708/2489_c4728ab6/1000k/hls/index.m3u8#https://s2.fsvod1.com/20220305/eXFzqkhW/1200kb/hls/index.m3u8
西装暴徒,https://v.cdnlz3.com/20240118/22835_82f61c7e/2000k/hls/mixed.m3u8#https://yzzy.play-cdn20.com/20240118/13576_83d3b94b/2000k/hls/index.m3u8
开国将帅授衔1955,https://cdn1.vip-vip-yzzy.com/20240113/12061_d95d9068/2000k/hls/index.m3u8#https://v.cdnlz3.com/20240113/22760_c4dff67b/2000k/hls/mixed.m3u8#https://apd-vlive.apdcdn.tc.qq.com/defaultts.tc.qq.com/EtEwKFzaCElb0GFmjYMzOKlyWZjrCJlk446j_vBtjoHgPKQNW9H7bDg6-OXT-wkeq_rOjsd9NMz_oH06o0TBXnVsorrmnUgZa0PlxZBpdFKgBPDuI4AkPkQBNhWluFnB7QIsEWdAnlTXf7B2lvLVD0UHu_2Y8WYuDwj9j3v01eRYOUCwdsuNZ6XtCf2d84ww/gzc_1000102_0b53hyag2aaaj4anrbfbjjs4apwdnuzaa2ka.f321004.ts.m3u8?ver=4#https://cdn1.vip-vip-yzzy.com/20240116/12228_9f597d72/2000k/hls/index.m3u8
粽邪3.鬼门开 ,https://ukzy.ukubf3.com/20231219/XiwVy98L/2000kb/hls/index.m3u8
偷破天际线,https://v.cdnlz3.com/20240112/22742_a3617856/2000k/hls/mixed.m3u8#https://yzzy.play-cdn19.com/20240112/14114_ad4671ca/2000k/hls/index.m3u8#https://ukzy.ukubf3.com/20240112/I7zKgY35/2000kb/hls/index.m3u8
怪物,https://v.cdnlz3.com/20240106/22647_12bced2d/2000k/hls/index.m3u8#https://cdn1.vip-vip-yzzy.com/20240106/11256_9756f6a0/2000k/hls/index.m3u8
月球叛军：火之女,https://v.cdnlz11.com/20231222/18799_a3ec4c15/2000k/hls/mixed.m3u8
封神雷震子,https://cdn1.vip-vip-yzzy.com/20240114/12082_0f03fc79/2000k/hls/index.m3u8#https://hnzy.bfvvs.com/play/BeXGPpAd/index.m3u8
午夜场,https://yzzy.play-cdn1.com/20240121/12675_d3269c59/2000k/hls/index.m3u8#https://v.cdnlz3.com/20240121/22881_bd9ef284/2000k/hls/mixed.m3u8
无间毒票,https://yzzy.play-cdn20.com/20240113/12137_c54910fc/2000k/hls/index.m3u8#https://v.cdnlz3.com/20240113/22757_e3c0e0dd/2000k/hls/mixed.m3u8
冰雪大围捕,https://yzzy.play-cdn20.com/20240110/11523_f64c637a/2000k/hls/index.m3u8#https://ukzy.ukubf3.com/20240110/27trRbwZ/2000kb/hls/index.m3u8?skipl=1
画江湖之不良帅,https://v.cdnlz11.com/20240111/19241_3af8d963/2000k/hls/mixed.m3u8#https://yzzy.play-cdn19.com/20240111/14038_41e76878/2000k/hls/index.m3u8
追缉,https://v.cdnlz3.com/20231231/22557_d6b334ec/2000k/hls/mixed.m3u8#https://yzzy.play-cdn20.com/20231231/10506_3814a4ec/2000k/hls/index.m3u8
兄弟.请注意,https://cdn1.vip-vip-yzzy.com/20231231/10856_e535c1ff/2000k/hls/index.m3u8#https://v.cdnlz3.com/20240101/22575_1b166c56/2000k/hls/mixed.m3u8
热搜,https://cdn1.vip-vip-yzzy.com/20231231/10876_6574bbf1/2000k/hls/index.m3u8#https://v.cdnlz3.com/20240101/22567_16d0ffe7/2000k/hls/mixed.m3u8
花漾牌手,https://yzzy.play-cdn20.com/20231231/10505_bde166b6/2000k/hls/index.m3u8#https://v.cdnlz3.com/20240101/22574_570892df/2000k/hls/mixed.m3u8
无价之宝,https://cdn1.vip-vip-yzzy.com/20231228/10597_1384c055/2000k/hls/index.m3u8#https://v.cdnlz4.com/20231228/26306_495c1c15/2000k/hls/mixed.m3u8
黑金古殿,https://v.cdnlz2.com/20231228/27703_1740f3a5/2000k/hls/mixed.m3u8#https://dghls.mcloud.139.com/hls/LF47b9dc0900c4d12a99b47555f0867888/single/video/0/480/index.m3u8
我是船长,https://v.cdnlz11.com/20231222/18805_404b5117/2000k/hls/mixed.m3u8#https://yzzy.play-cdn19.com/20231224/10993_7641435a/2000k/hls/index.m3u8
千鹤先生,https://www.yzzy.play-cdn1.com/20240125/13432_19b6c3cf/2000k/hls/index.m3u8#https://v.cdnlz12.com/20240125/11104_24ac3055/2000k/hls/mixed.m3u8
[韩]野兽们的战争,https://v.cdnlz11.com/20231217/18739_fd0f9b07/2000k/hls/mixed.m3u8#https://yzzy.play-cdn19.com/20231218/10674_7604b065/2000k/hls/index.m3u8#https://ukzy.ukubf3.com/20231214/7kYLMSBS/2000kb/hls/index.m3u8
二手杰作,https://v.cdnlz4.com/20231226/26302_f7a2357f/2000k/hls/mixed.m3u8#https://yzzy.play-cdn20.com/20231226/10237_6ad70194/2000k/hls/index.m3u8#https://dghls.mcloud.139.com/hls/LE1f8fff1dda74d738c801dc8b799dcb7f/single/video/0/480/index.m3u8#https://wxapp.tc.qq.com/131/20210/snssvpdownload/SH/reserved/10002_bdjx_0bc3weacwaaa4ianslmlbrsvdmodfoyqak2a.f0.mp4?dis_k=c5d299f9c6f49e1a39f7fa1efed14509&dis_t=1703676389
深渊宝藏,https://yzzy.play-cdn20.com/20231217/7867_0daa9a69/2000k/hls/index.m3u8
#https://v.cdnlz3.com/20231218/22365_c7902443/2000k/hls/mixed.m3u8#https://dghls.mcloud.139.com/hls/LQ8d1684ddea0a545af24b7ee976f8f462/single/video/0/328/index.m3u8
普通男女,https://v.cdnlz11.com/20231215/18690_a833539f/2000k/hls/mixed.m3u8#https://cdn1.vip-vip-yzzy.com/20231214/9300_32d74a6d/2000k/hls/index.m3u8
失而复得,https://yzzy.play-cdn20.com/20231205/6838_16369c31/2000k/hls/index.m3u8#https://yzzy.play-cdn20.com/20231205/6838_16369c31/index.m3u8#https://v1.cdnlz1.com/20231206/24396_131af944/index.m3u8#https://v1.cdnlz1.com/20231206/24396_131af944/2000k/hls/mixed.m3u8#https://dghls.mcloud.139.com/hls/LD9f1ec9955b14e200f050ffb995bedc76/single/video/0/480/index.m3u8#https://cdn.zui.cm:2022/api/a95caf62de64132380d0fc92057696ab.m3u8?token=2c52voTWfLi1gxkcqJrqIHgZYbP5b2pbkekYDbbLmbXyW1E6yYnsINwFWtHA&svip.m3u8
拯救嫌疑人,https://v.cdnlz11.com/20231221/18790_370754ec/2000k/hls/mixed.m3u8#https://free-adsmind.ugdtimg.com/10002-ugc_0b53zaaaaaaaziafmsufh5svdsgdadeaaaca.f0.mp4?dis_k=92293ff7ad61b77add6ce244e5202848&dis_t=1705903789#https://v.cdnlz11.com/20231221/18790_370754ec/index.m3u8https://cdn1.vip-vip-yzzy.com/20231221/10044_e490a6fd/2000k/hls/index.m3u8#https://cdn1.vip-vip-yzzy.com/20231221/10044_e490a6fd/index.m3u8
我爸没说的那件事,https://dghls.mcloud.139.com/hls/LF68795969fea240236a03c69349af2fbd/single/video/0/480/index.m3u8#https://dghls.mcloud.139.com/hls/LF68795969fea240236a03c69349af2fbd/playlist.m3u8?ci=0Z11fuB2z1Qp07020231220184128s2c&fileSize=391006742&usersiteid=usersite-s#https://v.cdnlz3.com/20231220/22387_e2ad567e/2000k/hls/mixed.m3u8#https://v.cdnlz3.com/20231220/22387_e2ad567e/index.m3u8
93国际列车大劫案.莫斯科行动,https://vip.ffzy-online6.com/20231124/22000_602d5114/2000k/hls/index.m3u8#https://vip.ffzy-online6.com/20231124/22000_602d5114/index.m3u8#https://v1.cdnlz1.com/20231123/24109_45c19438/2000k/hls/mixed.m3u8#https://v1.cdnlz1.com/20231123/24109_45c19438/index.m3u8#https://yzzy.play-cdn20.com/20231123/5847_5c6b4491/2000k/hls/index.m3u8#https://yzzy.play-cdn20.com/20231123/5847_5c6b4491/index.m3u8
夺命狙击1,https://yzzy.play-cdn4.com/20220530/14486_2c6a8ca0/1000k/hls/index.m3u8#https://yzzy.play-cdn4.com/20220530/14486_2c6a8ca0/index.m3u8#https://ukzy.ukubf4.com/20220413/ELkIWyUX/2000kb/hls/index.m3u8#https://ukzy.ukubf4.com/20220413/ELkIWyUX/index.m3u8
夺命狙击2,https://yzzy.play-cdn17.com/20230731/14065_3a0e94f1/2000k/hls/index.m3u8#https://yzzy.play-cdn17.com/20230731/14065_3a0e94f1/index.m3u8#https://ukzy.ukubf4.com/20220413/MahavVwB/2000kb/hls/index.m3u8#https://ukzy.ukubf4.com/20220413/MahavVwB/index.m3u8
夺命狙击3,https://v1.cdnlz1.com/20231122/24051_a993297a/2000k/hls/mixed.m3u8#https://v1.cdnlz1.com/20231122/24051_a993297a/index.m3u8https://cdn1.vip-vip-yzzy.com/20231122/6358_886aa556/2000k/hls/index.m3u8#https://cdn1.vip-vip-yzzy.com/20231122/6358_886aa556/index.m3u8
劫数难逃,https://yzzy.play-cdn19.com/20231118/8244_fbb3f5f7/2000k/hls/index.m3u8#https://yzzy.play-cdn19.com/20231118/8244_fbb3f5f7/index.m3u8#https://yzzy.play-cdn19.com/20231118/8245_b0ec1e4f/2000k/hls/index.m3u8#https://yzzy.play-cdn19.com/20231118/8245_b0ec1e4f/index.m3u8#https://v.cdnlz2.com/20231118/26666_822637f3/2000k/hls/mixed.m3u8#https://free-adsmind.ugdtimg.com/10002-ugc_0b535yabuaaanuagrl2yqvszl3wddlxaagsa.f0.mp4?dis_k=92293ff7ad61b77add6ce244e5202848&dis_t=1705903789
绝保镖,https://v.cdnlz2.com/20231119/26830_9465d0ce/2000k/hls/mixed.m3u8#https://v.cdnlz2.com/20231119/26830_9465d0ce/index.m3u8#https://cdn1.vip-vip-yzzy.com/20231119/6116_18a54c9d/2000k/hls/index.m3u8#https://cdn1.vip-vip-yzzy.com/20231119/6116_18a54c9d/index.m3u8
斗破苍穹·觉醒,https://v.cdnlz4.com/20231117/26155_f980682a/2000k/hls/mixed.m3u8#https://v.cdnlz4.com/20231117/26155_f980682a/2000k/hls/mixed.m3u8#https://yzzy.play-cdn20.com/20231117/5348_8e493d47/2000k/hls/index.m3u8#https://yzzy.play-cdn20.com/20231117/5348_8e493d47/index.m3u8
[韩]毒战2,https://v.cdnlz4.com/20231117/26156_c60ebe89/2000k/hls/mixed.m3u8#https://v.cdnlz4.com/20231117/26156_c60ebe89/index.m3u8#https://yzzy.play-cdn20.com/20231117/5376_401ac72a/2000k/hls/index.m3u8#https://yzzy.play-cdn20.com/20231117/5376_401ac72a/index.m3u8
黄金七令之罗刹风云,https://dghls.mcloud.139.com/hls/LR1bdcfc4ad88eb9f4e79aef310d9bcc6d/single/video/0/376/index.m3u8#https://v.cdnlz11.com/20231115/18327_c75a359f/2000k/hls/mixed.m3u8#https://v.cdnlz11.com/20231115/18327_c75a359f/index.m3u8#https://yzzy.play-cdn20.com/20231115/5218_93b748ea/2000k/hls/index.m3u8#https://yzzy.play-cdn20.com/20231115/5218_93b748ea/index.m3u8

💕潮剧频道,#genre#
潮剧选段包公赔情,https://vd2.bdstatic.com/mda-kmmuktdzk3up1rfj/mda-kmmuktdzk3up1rfj.mp4?pd=2&pt=0&cr=0&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=3539204457&vid=12142690249413964680&auth_key=1642620539-0-0-f482df8f4f31f014d33c24a2c6d45c1f&bcevod_channel=searchbox_feed
潮剧秦香莲下集,https://vd2.bdstatic.com/mda-pa05z7eiph5r985d/720p/h264/1672546692231672338/mda-pa05z7eiph5r985d.mp4?v_from_s=hkapp-haokan-hna&auth_key=1702931515-0-0-2894e0540c9ab0cd3f23389ef41c3545&bcevod_channel=searchbox_feed&cr=2&cd=0&pd=1&pt=3&logid=1915606038&vid=13875678107584442790&klogid=1915606038&abtest=114675_1
潮剧选段刘明珠全集,https://vd2.bdstatic.com/mda-nmndyzdrwe5wvqg4/720p/h264/1671790076466887150/mda-nmndyzdrwe5wvqg4.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1702556863-0-0-4be8269a0dbe72067a64341af4bff480&bcevod_channel=searchbox_feed&cr=2&cd=0&pd=1&pt=3&logid=1663678438&vid=9673079860330032513&klogid=1663678438&abtest=114675_1
潮剧选段梅亭雪全集,https://vd4.bdstatic.com/mda-pa16y00ivxv5nigz/720p/h264/1672635531882495804/mda-pa16y00ivxv5nigz.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1702557686-0-0-8c2b327957f0d4fe4a38fb576a6d7574&bcevod_channel=searchbox_feed&cr=2&cd=0&pd=1&pt=3&logid=2486109981&vid=939629317584058705&klogid=2486109981&abtest=114675_1
潮剧《包公审狄龙》上集,https://vd4.bdstatic.com/mda-md68y6fmse7rwxir/sc/cae_h264/1617751872/mda-md68y6fmse7rwxir.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1702933082-0-0-e9a399beeaa9f1dd284b144ab2793adc&bcevod_channel=searchbox_feed&cr=2&cd=0&pd=1&pt=3&logid=3482205281&vid=1258365863778844672&klogid=3482205281&abtest=114675_1
潮剧选段猫儿换太子全集,https://vd2.bdstatic.com/mda-njadjxkstnb5ymyp/360p/h264/1665481383016357189/mda-njadjxkstnb5ymyp.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1702557128-0-0-338111e6853e2ac5fd00443a2cc13bed&bcevod_channel=searchbox_feed&cr=0&cd=0&pd=1&pt=3&logid=1928729456&vid=8625323548017886146&klogid=1928729456&abtest=114675_1 
广东潮剧院赵少卿全集,https://vd3.bdstatic.com/mda-pabbc5eqbqdi9r8d/360p/h264/1673512017657503231/mda-pabbc5eqbqdi9r8d.mp4
潮剧-败家仔丘孝全集,https://vd3.bdstatic.com/mda-kjuu559yrhse0zjn/v1-cae/sc/mda-kjuu559yrhse0zjn.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1702932649-0-0-cc62472ed6655ec9c87c71e8553eebde&bcevod_channel=searchbox_feed&cr=2&cd=0&pd=1&pt=3&logid=3049572119&vid=7387460323864344607&klogid=3049572119&abtest=114675_1
潮剧连升三级全集,https://vd2.bdstatic.com/mda-nim0decuuvn9pz8i/576p/h264/1663806347132789122/mda-nim0decuuvn9pz8i.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1702932874-0-0-73f660d1c7fbbd3989e87f2224426f90&bcevod_channel=searchbox_feed&cr=1&cd=0&pd=1&pt=3&logid=3274026228&vid=8235697982542069069&klogid=3274026228&abtest=114675_1
潮剧《井边会》全集,https://vd2.bdstatic.com/mda-pcc53miu452jq1j2/720p/h264/1678680159432548753/mda-pcc53miu452jq1j2.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1702931729-0-0-15d927be15b5f7b56c636b0f7dbb9260&bcevod_channel=searchbox_feed&cr=2&cd=0&pd=1&pt=3&logid=2129594436&vid=6826834552326547410&klogid=2129594436&abtest=114675_1
经典潮剧三鸾配全集,https://vd3.bdstatic.com/mda-njk4eydqg2jt77r0/360p/h264/1666323084994771977/mda-njk4eydqg2jt77r0.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1702933445-0-0-7d1a89919e9f1b95fe5186f19e8da485&bcevod_channel=searchbox_feed&cr=0&cd=0&pd=1&pt=3&logid=0245185873&vid=2411320328583555674&klogid=0245185873&abtest=114675_1
潮剧罗衫奇案全集,https://vd3.bdstatic.com/mda-nij34awd3n5gpcps/576p/h264/1663642240803649850/mda-nij34awd3n5gpcps.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1702933599-0-0-3cf6314cc75584c30541dd24693e92b9&bcevod_channel=searchbox_feed&cr=1&cd=0&pd=1&pt=3&logid=0399805434&vid=6404705388895954384&klogid=0399805434&abtest=114675_1
潮剧《双青天》全剧,https://vd4.bdstatic.com/mda-md3ykacuv8kher2s/sc/cae_h264/1617579970/mda-md3ykacuv8kher2s.mp4?v_from_s=hkapp-haokan-hna&auth_key=1684352268-0-0-42f73d671e52bd50e3289798fb1c76e2&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=0468274143&vid=15137367397861280338&abtest=109133_1&klogid=0468274143
潮剧梅花簪全剧,https://vd4.bdstatic.com/mda-par4fecz08ppd7ku/360p/h264/1674703032467390001/mda-par4fecz08ppd7ku.mp4?v_from_s=hkapp-haokan-hna&auth_key=1684352044-0-0-16b91fd2917aaed1d59eaced3955ea0c&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=0244931587&vid=9544788274185872595&abtest=109133_1&klogid=0244931587
潮剧选段柴房会全集,https://vd2.bdstatic.com/mda-kk17ppngh41x2wg5/mda-kk17ppngh41x2wg5.mp4?pd=2&pt=0&cr=0&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0001332067&vid=16293442276170831390&auth_key=1642656603-0-0-332f4df4d7146dcf781daaa71bfa6723&bcevod_channel=searchbox_feed
潮剧若蕖全集,https://vd2.bdstatic.com/mda-paaanbbxidv5ft8m/sc/cae_h264/1673451964299529159/mda-paaanbbxidv5ft8m.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1684351707-0-0-19abeb486c2bad4e0dd472d993ed760e&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=3507666969&vid=1527244564981154576&abtest=109133_1&klogid=3507666969
潮剧《秦香莲》选段,https://vd7.bdstatic.com/mda-jgvt5hpyd77i1vzb/sc/mda-jgvt5hpyd77i1vzb.mp4?v_from_s=hkapp-haokan-hna&auth_key=1684396209-0-0-4a61779ae567b20afabbafb34a5aadb7&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1209846440&vid=5999017055359292006&abtest=109133_1&klogid=1209846440&sdk_xcdn=1
状元配,https://vd4.bdstatic.com/mda-ki5imb57ie2xn7cd/hd/mda-ki5imb57ie2xn7cd.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1297132281&vid=2617992848768726465&auth_key=1688716297-0-0-c7173c3c260aed5763d816de9948f0b3&bcevod_channel=searchbox_feed
潮剧选段郎探母1,https://vd2.bdstatic.com/mda-khtn21iku4q90c0m/hd/mda-khtn21iku4q90c0m.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1640590941-0-0-b387ca62222e52d1073bf88f5129073e&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=0741111344
潮剧选段郎探母2,https://vd2.bdstatic.com/mda-kfmgjz3mkxur6cbe/sc/mda-kfmgjz3mkxur6cbe.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1640590851-0-0-5747ee813361d4525bb67749d1670c04&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=0651283721
潮剧选段郎探母3,https://vd4.bdstatic.com/mda-ma9hjbknkh4hnf1d/v1-cae/sc/mda-ma9hjbknkh4hnf1d.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1640591133-0-0-3942b515e5d0b06bb72862ff89f961d1&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=0933487846
潮剧选段告亲夫1,https://vd2.bdstatic.com/mda-kkrpzyeuyzngu3ew/v1-cae/sc/mda-kkrpzyeuyzngu3ew.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1640591911-0-0-88ed86d5eb861115a58ce057fa26e774&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=1711343131
潮剧选段告亲夫2,https://vd2.bdstatic.com/mda-jf9rnmw1eqnsbrnx/sc/mda-jf9rnmw1eqnsbrnx.mp4?v_from_s=hkapp-haokan-hna&auth_key=1640591721-0-0-c68422a68293e5339f6937209238d351&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=1521268026
潮剧选段秦香莲1,https://vd2.bdstatic.com/mda-jgrnevuc846qrjqw/mda-jgrnevuc846qrjqw.mp4?v_from_s=hkapp-haokan-hna&auth_key=1640590073-0-0-9bb6383537e76ea3a57b5989eb4a8f3c&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=3473524277
潮剧选段秦香莲2,https://vd2.bdstatic.com/mda-jgvt5hpyd77i1vzb/sc/mda-jgvt5hpyd77i1vzb.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1640590296-0-0-5bb91ddf6841a5c3c563ffdeafcd959a&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=0095895746
潮剧选段含悲带愤诉真情,https://aweme.snssdk.com/aweme/v1/play/?video_id=v0200fg10000c5m2oqjc77u5nmpgfkog&ratio=720p&line=0
潮剧选段赵少卿,https://vd2.bdstatic.com/mda-jgsv4kkm7iyxhri3/sc/mda-jgsv4kkm7iyxhri3.mp4?v_from_s=hkapp-haokan-hna&auth_key=1640590352-0-0-2bc230c1d5dcaedab6143f89af549c7d&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=0152002054
潮剧选段井边会,https://vd3.bdstatic.com/mda-mbjgbutxtzqi7273/v1-cae/sc/mda-mbjgbutxtzqi7273.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1640591540-0-0-7f226c5d04987a050fe2ffa45e81442c&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=1340029521
潮剧选段京城会,https://txmov2.a.kwimgs.com/upic/2021/11/27/12/BMjAyMTExMjcxMjI1NTlfOTI3MDI2MTU2XzYxNjE5MDA0NTQ3XzJfMw==_b_B7c73df1317ae0af8f73d03eaeb595dd0.mp4?tag=1-1641743960-std-1-temwy1cy8f-01e00f281c85e98c&clientCacheKey=3xfzc6qrrtcqjtk_b.mp4&tt=b&di=79c43beb&bp=12681
潮剧选段张春郎削发,https://txmov2.a.kwimgs.com/upic/2021/02/09/17/BMjAyMTAyMDkxNzE2MTJfMTEyMTYzNzM4MV80Mzg4MTQ0MzkxNF8yXzM=_b_B1794d6f1b3925d0e34a93bbd924ec6e8.mp4?tag=1-1641400804-std-1-jygfgkzfqc-ac5ea13542202ed8&clientCacheKey=3xuzt98jdb2696a_b.mp4&tt=b&di=79c43beb&bp=12681
潮剧选段三篙恨,https://vd2.bdstatic.com/mda-iiidr8jb7dd652gs/sc/mda-iiidr8jb7dd652gs.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1640589793-0-0-894b496e932b6254b1af46163347fe51&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=3193271951
潮剧选段十年悲与怨,https://vd4.bdstatic.com/mda-jf8pycu5zjuqc0wg/sc/mda-jf8pycu5zjuqc0wg.mp4?v_from_s=hkapp-haokan-hna&auth_key=1640589979-0-0-fc5cefe016eff01f35f0b698c9d636f5&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=3379194261
潮剧选段辽宋情缘,https://vd3.bdstatic.com/mda-jhekzafgfj97gx19/hd/mda-jhekzafgfj97gx19.mp4?v_from_s=hkapp-haokan-hna&auth_key=1640590112-0-0-5c61276561584c08277f7ac60b2475fa&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=3512435174
潮剧选段鸳鸯情缘,https://vd4.bdstatic.com/mda-jfhqzh0g04sxxb0t/sc/mda-jfhqzh0g04sxxb0t.mp4?v_from_s=hkapp-haokan-hna&auth_key=1640590158-0-0-5edd539a438f8831a42a01f1859924d1&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=3558457863
潮剧选段花蕊夫人,https://vd2.bdstatic.com/mda-jh2rie2r30gibbin/sc/mda-jh2rie2r30gibbin.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1640590194-0-0-810dfbeb6a2ec7335056f4af8cdfe651&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=3594025167
潮剧选段包公,https://txmov2.a.kwimgs.com/upic/2021/12/28/00/BMjAyMTEyMjgwMDIyNTRfNjYzNzU0MDQ0XzYzNjM3NTM1MjU0XzJfMw==_b_Bbd8958b5d7b8de29dbd3b07d8583c132.mp4?tag=1-1641966932-std-1-e3nhp9p8nu-5a8ac7d13291257b&clientCacheKey=3x88cmuh2s2crua_b.mp4&tt=b&di=79c43beb&bp=12681
潮剧选段包公会李后,https://vd3.bdstatic.com/mda-jg7pay02t7cde03h/mda-jg7pay02t7cde03h.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1640590504-0-0-213b9bb94e860f08a0ffd4d7b2357195&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=0304810827
潮剧选段陈琳救主,https://vd3.bdstatic.com/mda-mask10zt2mhwkwhn/v1-cae/sc/mda-mask10zt2mhwkwhn.mp4?v_from_s=hkapp-haokan-hna&auth_key=1640590612-0-0-a8d9d96285d961926f9798074da64d45&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=0412635095
